Time, Trial Number, Study Part, Sample, Illusion Sample, Sole A, Sole B, Sole C, Sole D, Sole E, Sole F, No Touch
3.19838,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.21404,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.220593,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.231748,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.242877,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.253885,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.269295,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.276052,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.28739,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.29895,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.31408,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.3206,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.331715,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.342726,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.358617,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.364938,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.376597,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.387233,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.398216,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.409371,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.420651,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.431687,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.4426,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.453782,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.470015,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.475897,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.487224,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.498382,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.509193,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.520452,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.531578,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.542574,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.553671,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.565073,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.576051,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.587314,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.598436,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.609801,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.630336,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.63321,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.642735,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.65371,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.664804,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.675897,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.698077,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.701247,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.709448,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.72029,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.732359,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.742549,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.757464,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.764753,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.780226,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.786843,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.798192,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.810036,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.826153,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.831746,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.843929,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.853721,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.864705,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.875816,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.891534,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.897949,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.909419,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.92049,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.936138,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.942452,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.958457,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.964644,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.976166,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.986772,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
3.997957,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.017179,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.023879,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.031372,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.042464,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.053494,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.069195,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.075821,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.091254,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.097922,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.10919,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.120164,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.131132,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.14245,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.157711,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.165372,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.175876,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.186769,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.198062,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.208876,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.220034,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.231328,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.246561,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.253423,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.264508,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.275612,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.291361,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.297847,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.309227,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.32008,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.331131,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.343123,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.363168,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.366981,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.375818,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.386665,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.402088,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.408797,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.420244,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.431197,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.446952,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.453461,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
4.464525,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
